
"N° PA (lien EAM A010)";"Type de PA";"Discipline";"Libellé du PA";"Date création PA";"Date échéance PA";"Repère équipement";"Site responsable plan d'actions";"Groupe responsable";"Service responsable PA";"Nom responsable PA";"Impact CPP/CSP";"Libellé statut plan d'action";"Date modif statut";"Type de note";"Notes concaténées";
"00013558 ";"DOCN";" ";"Mise en application déclinant la PNXX 1738- 4P2018 - DAM";"04/11/14";"28/05/18";" ";"DAM";"PASURPRCH9";;;;"APPROUVÉ";"17/11/14";"S";"PS : Affectation du PA après réalisation de la mise à jour Mise à jour des STE des 4 tranches le 5/9/14 dès réception du DA par email (envoi par CIPN directement). Transmission à la frappe le 5/9/14. Auto contrôles et contrôles et circuits de signatures réalisés entre le 17 et le 19/09/2014. Mise en place réalisée le 29/09/2014. Les STE tr 1, 2, 3 et 4 passent respectivement aux indices r, p, q, et t.";
"00013561 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°131 à 135 Octobre 2014";"05/11/14";"31/01/15";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"05/11/14";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°131 à 135 soit jusque fin Octobre 2014. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM =========================================================== ILD le 09/12/2014 : Pour RO,la DED SP9 RO BCO 14 0009 traite la CPR Emerson : FA 1 CPR D4507021269 ind 2. MSR RO doit mettre à jour l'EAM DAM des évolutions du 9E générées par cette CPR. Pour MTE MT, la DED SP9 MT BCO 14 0002 N°98 traite la CPR LLS (CPR D4507021455)Thermodyn. l'action MT de ce PA a pour objet de piloter l'intégration de cette CPR.";
"00013967 ";"DOCN";" ";"DI001 - Amendement STE modif PNPP1371 - 3P2017 DAM";"20/11/14";"09/09/17";" ";"DAM";"PASURPRCH3";;;;"APPROUVÉ";"25/11/14";"D";" COMMENTAIRES ILD AU CLIP 29 DU 13.11.2014 : Amendement STE lié à la modification PNPP1371. Création de 1 PA par tranche, pilote PASURPRCH3(A.Malfois), 1 action SSI dans chaque PA.";
"00014835 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°136 à 139 Novembre 2014";"10/12/14";"01/05/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"10/12/14";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°136 à 139 soit jusque fin Novembre 2014. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM =========================================================== ILD le 09/12/2014 : Pour RO,la DED SP9 RO BCO 14 0009 traite la CPR Emerson : FA 1 CPR D4507021269 ind 2. MSR RO doit mettre à jour l'EAM DAM des évolutions du 9E générées par cette CPR. Pour MTE MT, la DED SP9 MT BCO 14 0002 N°98 traite la CPR LLS (CPR D4507021455)Thermodyn. l'action MT de ce PA a pour objet de piloter l'intégration de cette CPR. ============================================================ ILD le 11/12/2014 : Ce PA pilote également la CPR VELAN D450 VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014. ************************************************************ Echéance modifiée pour erreur d'un Groupe Responsable sur une action MSR RO";
"00015219 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°140 à 143 Décembre 2014";"16/01/15";"01/05/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"05/02/15";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°140 à 143 soit jusque fin Décembre 2014. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014. ************************************************************ Echéance modifiée pour erreur d'un Groupe Responsable sur une action MSR RO";
"00015256 ";"DOCN";"ELE";"DI001 - MEA DP323 Indice 0 - 1234P2018 DAM";"19/01/15";"31/12/18";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"19/01/15";"D";" COMMENTAIRES ILD AU CLIP 32 DU 07/01/2015 : Réparation des cellules GUS par un cordon de soudure à partir du 1er mai 2015 pour TR1,3 et 4. Puis de toutes les cellules HTA (selon liste en annexe2 de la DP) avant le second redémarrage suite à un AT long (VP ou VD). le Pilote établit la liste et la programmation des rénovations des cellules concernées et la fournit à MTE. Création d'1PA, 1234P2017, Pilote PAIDSPI (B. Baudoin pour L. Cordier), Ech du PA : 31/12/2017, 2 actions pour MTE (PAMECPI). 1 action MTE Libellé ""Consolidation cellule GUS LHA/B034); 134P2015"". Ech : 31/12/2015 et 1 action MTE (PAMECPI) Libellé ""Consolidation cellules HTA""1234P2017, Ech : 31/12/2017.";
"00015256 ";"DOCN";"ELE";"DI001 - MEA DP323 Indice 0 - 1234P2018 DAM";"19/01/15";"31/12/18";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"19/01/15";"S";"Point d'avancement au 11/06/2015 (Corex Elec) : DT initiés et activités prises en comptes sur les AT (sauf GEUS ou des discussions sont en cours pour la réalisation sur le TEM ou lors des AT). Un fichier de suivi est réalisé par MTE et SAE (NIR jointe au PA)";
"00015461 ";"DOCN";" ";"DI001 - MEA MQ 2016 indice 5 - 1234C2016 DAM";"28/01/15";"01/12/16";" ";"DAM";"PASURPRPQ";;;;"NOTIFIÉ";"28/01/15";"D";" COMMENTAIRES ILD AU CLIP 33 DU 21/01/2015 : MQ DPN ind5. remplace le MQ ancien indice de 2010. Deux étapes d'intégration sont proposées : 1) faire une analyse d'impact à échéance de la RSU 2015 (revue stratégique d'unité). 2) maj le MQ site à échéance de la RSU de 2016. Création d'1 PA pilote PASURPRPQ, 1234C2016,  1 action Pilote PASURPRPQ libellé ""Analyse d'impact  pour RSU2015"" éch : 01/12/2015 et 1 action pilote PASURPRPQ libellé ""intégration pour RSU2016 "" éch : 01/12/2016";
"00015464 ";"DOCN";"ELE";"DI001 - DP321 ctl fixations clips - 1P2015-2017 DAM";"28/01/15";"01/12/19";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"29/01/15";"D";" COMMENTAIRES ILD AU CLIP 33 DU 21/01/2015 : Il s 'agit des DJ MG ou Schneider mal clipsés sur leur rail support. Un périmètre de contrôle a été établi par le Parc. Contrôle visuel + Remise en état. La liste des AR est en annexe 3, peu de Systèmes épargnés.  La SP doit fournir la gamme de contrôle/remise en état. Exigence d'application de la DT sur les AT qui commencent à + 6 mois / date de prescription (15/01/2015). Controles + RME à réaliser sur 1 voie (l'autre voie à réaliser sur la VP suivante). Exigence de nommer un pilote stratégique et opérationnel + orga spécifique  donc applicable sur TR3 et TR1 ( arbitrage demandé à DDT et confirmé pour une réalisation en TR1/2015) . Création de 4 PA DAM (qui seront adaptés lorsque nous recevrons la gamme palier), pilote PAIDSPI (B Baudoin pour L Cordier) =========================================================== CLIP38 : nous avons reçu le PA9E 15336, les PMRQ livrés ont été ajoutés dans l'action EL";
"00015464 ";"DOCN";"ELE";"DI001 - DP321 ctl fixations clips - 1P2015-2017 DAM";"28/01/15";"01/12/19";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"29/01/15";"S";"Point d'avancement au 23/09/2015 : Soldé coté Auto (voir NIR en PJ) Point d'avancement au 11/06/2015 (Corex Elec) : Les fiches de travaux ont été transmises à l¿atelier (B. Benachour), controles TEM en cours et DT émises sur les arrêts. Un fichier de suivi est réalisé par MTE et SAE (deux NIR sont jointes au PA 15464)";
"00015465 ";"DOCN";"ELE";"DI001 - DP321 ctl fixations clips - 2P2016-2018 DAM";"28/01/15";"01/12/18";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"29/01/15";"D";" COMMENTAIRES ILD AU CLIP 33 DU 21/01/2015 : Il s 'agit des DJ MG ou Schneider mal clipsés sur leur rail support. Un périmètre de contrôle a été établi par le Parc. Contrôle visuel + Remise en état. La liste des AR est en annexe 3, peu de Systèmes épargnés.  La SP doit fournir la gamme de contrôle/remise en état. Exigence d'application de la DT sur les AT qui commencent à + 6 mois / date de prescription (15/01/2015). Controles + RME à réaliser sur 1 voie (l'autre voie à réaliser sur la VP suivante). Exigence de nommer un pilote stratégique et opérationnel + orga spécifique  donc applicable sur TR3 et TR1 ( arbitrage demandé à DDT et confirmé pour une réalisation en TR1/2015) . Création de 4 PA DAM (qui seront adaptés lorsque nous recevrons la gamme palier), pilote PAIDSPI (B Baudoin pour L Cordier) =========================================================== CLIP38 : nous avons reçu le PA 9E 15336 : 3 PMRQ dont 2 pour ctls et 1 pour RME, et fourniture gammes de contrôles    (voir courrier D0900CP1500006), des PNM et DSI. les PMRQ ont été ajoutés dans les actions métiers des 4 PA DAM (1546 15465, 15466, 15467 et 15464";
"00015465 ";"DOCN";"ELE";"DI001 - DP321 ctl fixations clips - 2P2016-2018 DAM";"28/01/15";"01/12/18";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"29/01/15";"S";"Point d'avancement au 23/09/2015 : Soldé coté Auto (voir NIR en PJ). Coté Elec, rien a faire avant 2017 sur DAM1 Point d'avancement au 11/06/2015 (Corex Elec) : Les fiches de travaux ont été transmises à l¿atelier (B. Benachour), controles TEM en cours et DT émises sur les arrêts. Un fichier de suivi est réalisé par MTE et SAE (deux NIR sont jointes au PA 15464)";
"00015466 ";"DOCN";"ELE";"DI001 - DP321 ctl fixations clips - 4P2016-2018 DAM";"28/01/15";"01/12/18";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"29/01/15";"D";" COMMENTAIRES ILD AU CLIP 33 DU 21/01/2015 : Il s 'agit des DJ MG ou Schneider mal clipsés sur leur rail support. Un périmètre de contrôle a été établi par le Parc. Contrôle visuel + Remise en état. La liste des AR est en annexe 3, peu de Systèmes épargnés.  La SP doit fournir la gamme de contrôle/remise en état. Exigence d'application de la DT sur les AT qui commencent à + 6 mois / date de prescription (15/01/2015). Controles + RME à réaliser sur 1 voie (l'autre voie à réaliser sur la VP suivante). Exigence de nommer un pilote stratégique et opérationnel + orga spécifique  donc applicable sur TR3 et TR1 ( arbitrage demandé à DDT et confirmé pour une réalisation en TR1/2015) . Création de 4 PA DAM (qui seront adaptés lorsque nous recevrons la gamme palier), pilote PAIDSPI (B Baudoin pour L Cordier) =========================================================== CLIP38 : nous avons reçu le PA9E 15336, les PMRQ livrés ont été ajoutés dans l'action EL";
"00015466 ";"DOCN";"ELE";"DI001 - DP321 ctl fixations clips - 4P2016-2018 DAM";"28/01/15";"01/12/18";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"29/01/15";"S";"Point d'avancement au 23/09/2015 : Soldé coté Auto (voir NIR en PJ) Point d'avancement au 11/06/2015 (Corex Elec) : Les fiches de travaux ont été transmises à l¿atelier (B. Benachour), controles TEM en cours et DT émises sur les arrêts. Un fichier de suivi est réalisé par MTE et SAE (deux NIR sont jointes au PA 15464)";
"00015467 ";"DOCN";"ELE";"DI001 - DP321 ctl fixations clips - 3P2015-2017 DAM";"28/01/15";"01/12/17";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"29/01/15";"D";" COMMENTAIRES ILD AU CLIP 33 DU 21/01/2015 : Il s 'agit des DJ MG ou Schneider mal clipsés sur leur rail support. Un périmètre de contrôle a été établi par le Parc. Contrôle visuel + Remise en état. La liste des AR est en annexe 3, peu de Systèmes épargnés.  La SP doit fournir la gamme de contrôle/remise en état. Exigence d'application de la DT sur les AT qui commencent à + 6 mois / date de prescription (15/01/2015). Controles + RME à réaliser sur 1 voie (l'autre voie à réaliser sur la VP suivante). Exigence de nommer un pilote stratégique et opérationnel + orga spécifique  donc applicable sur TR3 et TR1 ( arbitrage demandé à DDT et confirmé pour une réalisation en TR1/2015) . Création de 4 PA DAM (qui seront adaptés lorsque nous recevrons la gamme palier), pilote PAIDSPI (B Baudoin pour L Cordier) =========================================================== CLIP38 : nous avons reçu le PA9E 15336, les PMRQ livrés ont été ajoutés dans l'action EL";
"00015467 ";"DOCN";"ELE";"DI001 - DP321 ctl fixations clips - 3P2015-2017 DAM";"28/01/15";"01/12/17";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"29/01/15";"S";"Point d'avancement au 11/06/2015 (Corex Elec) : Les fiches de travaux ont été transmises à l¿atelier (B. Benachour), controles TEM en cours et DT émises sur les arrêts. Un fichier de suivi est réalisé par MTE et SAE (deux NIR sont jointes au PA 15464)";
"00015567 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°144 à 148 Janvier 2015";"05/02/15";"01/05/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"05/02/15";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°144 à 148 soit jusque fin Janvier 2015. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014. ************************************************************ Echéance modifiée pour erreur d'un Groupe Responsable sur une action MSR RO";
"00016164 ";"DOCN";"CHA";"DI001 - FA 4 PBMP AM-150-01 indice 0 - 1234C2017 DAM";"26/02/15";"31/12/17";" ";"DAM";"PACHAPI";;;;"NOTIFIÉ";"26/02/15";"D";" COMMENTAIRES ILD AU CLIP 34 DU 04/02/2015 : Inspections périodiques des seuils mobiles, batardeaux modifiés dans le cadre de la PNPP1675 (réhausse de la protection volumètrique). essais de manoeuvrabilité 1 an, joint d'étanchéité et corrosion 5ans, modif planifiée en 2017 pour les 4 tranches. Le GC n'est pas décliné par la SP dans le SDIN (à charge DIN), mais le controle sera à charge MSR ( à confirmer). Création d'1 PA, pilote PACHAPI, discipline : CHA; 1234C2017, échéance : 31/12/2017, 1 action MSR (PACHAPI).";
"00017469 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°149 à 152 Février 2015";"13/04/15";"01/05/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"13/04/15";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°149 à 152 soit jusque fin février 2015. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014. ************************************************************ Echéance modifiée pour erreur d'un Groupe Responsable sur une action MSR RO";
"00017473 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°153 à 156 Mars 2015";"13/04/15";"01/05/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"13/04/15";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°153 à 156 soit jusque fin février 2015. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014. ----------- ATTENTION ------------- MODIFICATION DU DOCUMENT NIR LE 13.08.2015 UTILISER LE DOC DED SDIN MARS 2015 INDICE 1 IM LE 23.08.2015 ************************************************************ Echéance modifiée pour erreur d'un Groupe Responsable sur une action MSR RO";
"00018537 ";"DOCN";"ENV";"DI001 - MEA maitrise confinement AP 13-05 - 1234C2016 DAM";"24/04/15";"31/12/16";" ";"DAM";"PAIDSPRTRA";;;;"APPROUVÉ";"27/04/15";"D";" COMMENTAIRES ILD AU CLIP 39 DU 15/04/2015 : Cette règle vise à regrouper dans un seul doc. Prescriptif l'ensemble des exigences d'exploitation pour maitriser les activités concourant au confinement liquide de substance dangereuses ou radioactives. La plupartd e sprescriptions sont déjà présentes dans des NT, DSE, DP, DT, courriers managériaux ou dans la réglementation. Pour info, la DT350 (délai) reste inchangé. Au &3.15, il est cité aucun impact sur la doc mutualisée, que de la doc locale à mettre à jour. La règle est structurée de ""recommandations"" et de ""prescriptions"" à appliquer. IPC possible (courrier prescrit le 27 mars 2015 est donc applicable sur la campagne 2016). Création d'1 PA (18537), 1234C2016, pilote PAIDSPI (D Mante pour Lamia ), 1 action SCO, SAE AN et TOR, SLT, SPR, SCE, SSI. Echéance : 31/12/2015. Le pilote supprime les actions inutiles ou crée une action pour 1 métier non identifié à l'analyse CLIP. ============================================================ ILD le 23/10/2015 : le Comité d'Exploitation du 03/12/2014 a validé une intégration jusque fin 2016 au plus tard. Report de la date d'échéance au 31/12/2016 COMMENTAIRE AU CLIP 51 DU 12/11/2015 : Cette règle prescrite en mars 2015 et vu en CLIP39, La SP a crée une exigence national n°35236 qu'elle a rattachée à un certain nombre de PMRQ 9E (EPC et EPA), et aussi une exigence locale n°34919 afin d'y rattacher les PMRQ locaux (part non mutualisée) . Un PADOCN DAM 18537 a déja été crée pour piloter cette règle. ILD propose la mise à jour du PA18537 par mise à jour des champs ""description""  du PA et de toutes les actions métiers + faire la référence croisée vers le PA 18939";
"00018537 ";"DOCN";"ENV";"DI001 - MEA maitrise confinement AP 13-05 - 1234C2016 DAM";"24/04/15";"31/12/16";" ";"DAM";"PAIDSPRTRA";;;;"APPROUVÉ";"27/04/15";"I";"voi r la NIR dans l'écran documents";
"00018537 ";"DOCN";"ENV";"DI001 - MEA maitrise confinement AP 13-05 - 1234C2016 DAM";"24/04/15";"31/12/16";" ";"DAM";"PAIDSPRTRA";;;;"APPROUVÉ";"27/04/15";"S";"Les exigences de la règle de gestion du confinement liquide sont déclinées dans un tableau Excel communiqué aux chefs de services délégué et au correspondants environnement des services. Une affaire site Confinement liquide a été ouverte en MP5.";
"00018539 ";"DOCN";" ";"DI001 - MEA DI128 indice 1 - 1234C2015 DAM";"24/04/15";"01/08/15";" ";"DAM";"PASURPRPQ";;;;"APPROUVÉ";"27/04/15";"D";" COMMENTAIRES ILD AU CLIP 39 DU 15/04/2015 : Evolution de la D128, notion de NACR ""indépendante"" du demandeur de la modification,et tenue à jour d'un bilan ""modifications"" . Exigence d'intégration au ..01/01/2015. Création d'1PA (18539) pilote PAIDSPI(D Mante pour P Jouve) , 1234C2015 , échéance : 01/08/2015.  1action SSI. ILD le 06 mai 2015 : erreur de pilotage. l'indice 0 de la DI128 a été piloté par SQS. renvoi de ce PA vers SQS groupe secondaire PQ (pole qualité)dans lequel ILD va faire ajouter les IRAS. ============================================================ pilotage des indicateurs par les actions >>ajout d'une action SQS";
